,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
29,30,52500,4/16/2021,"2636 N 43rd Ave #3C, Phoenix, AZ, 85009",1036.0,sqft,50.68,2657.0,sqft,2.0,1.5,2636 N 43rd Ave #3C,Phoenix,85009,1,"2636 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174865499057,33.47719009218656
30,31,52500,4/16/2021,"2640 N 43rd Ave #5C, Phoenix, AZ, 85009",1036.0,sqft,50.68,3406.0,sqft,2.0,1.0,2640 N 43rd Ave #5C,Phoenix,85009,1,"2640 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174781991516,33.47731686713729
31,32,52500,7/30/2021,"6655 W Ash Dr, Phoenix, AZ, 85018",,,,1.41,acres,,,6655 W Ash Dr,Phoenix,85018,0,,,
32,33,52500,5/23/2023,"16005 N 32nd St #108, Phoenix, AZ, 85032",960.0,sqft,54.69,,,2.0,2.0,16005 N 32nd St #108,Phoenix,85032,1,"16005 N 32ND ST, PHOENIX, AZ, 85032",-112.01335615598418,33.631824406812825
33,34,52704,9/1/2022,"2802 E Escuda Rd, Phoenix, AZ, 85050",1456.0,sqft,36.2,9396.0,sqft,,,2802 E Escuda Rd,Phoenix,85050,0,"2802 E ESCUDA RD, PHOENIX, AZ, 85050",-112.02298277442009,33.66885523242479
34,35,53000,7/1/2022,"9618 S 9th Ave, Phoenix, AZ, 85041",460.0,sqft,115.22,6673.0,sqft,,,9618 S 9th Ave,Phoenix,85041,0,"9618 S 9TH AVE, PHOENIX, AZ, 85041",-112.08661805555107,33.35868028217459
35,36,53000,12/4/2023,"6500 W Palo Verde Ln, Phoenix, AZ, 85028",,,,1.07,acres,,,6500 W Palo Verde Ln,Phoenix,85028,0,,,
36,37,53000,7/12/2023,"Paulden, Phoenix, AZ, 85022",,,,1.77,acres,,,Paulden,Phoenix,85022,0,,,
37,38,53000,8/25/2021,"31614 N Cave Creek Rd, Cave Creek, AZ, 85331",,,,5.0,acres,,,31614 N Cave Creek Rd,Cave Creek,85331,0,,,
38,39,53000,10/22/2021,"2650 W Union Hills Dr #25, Phoenix, AZ, 85027",1152.0,sqft,46.01,,,3.0,2.0,2650 W Union Hills Dr #25,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
39,40,53212,5/13/2022,"3026 W Holly St, Phoenix, AZ, 85009",755.0,sqft,70.48,6320.0,sqft,,1.0,3026 W Holly St,Phoenix,85009,1,"3026 W HOLLY ST, PHOENIX, AZ, 85009",-112.124201965282,33.470521178240176
40,41,54000,5/19/2023,"16225 N Cave Creek Rd LOT 13, Phoenix, AZ, 85032",885.0,sqft,61.02,,,2.0,2.0,16225 N Cave Creek Rd LOT 13,Phoenix,85032,1,"16225 N CAVE CREEK RD, PHOENIX, AZ, 85032",-112.03070641068325,33.63363853267748
41,42,55000,4/20/2021,"2676 N 43rd Ave #23B, Phoenix, AZ, 85009",1036.0,sqft,53.09,263.0,sqft,2.0,2.0,2676 N 43rd Ave #23B,Phoenix,85009,1,"2676 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174310172125,33.47764242086208
42,43,55000,9/16/2022,"1526 E Marguerite Ave, Phoenix, AZ, 85040",1520.0,sqft,36.18,6000.0,sqft,3.0,2.0,1526 E Marguerite Ave,Phoenix,85040,1,"1526 E MARGUERITE AVE, PHOENIX, AZ, 85040",-112.04870483361611,33.405084705622244
43,44,55000,12/14/2022,"7632 S 42nd St, Phoenix, AZ, 85042",,,,6334.0,sqft,,,7632 S 42nd St,Phoenix,85042,0,"7632 S 42ND ST, PHOENIX, AZ, 85042",-111.99329016219673,33.3766263289109
44,45,55000,7/26/2022,"7630 S 42nd St, Phoenix, AZ, 85042",,,,6334.0,sqft,,,7630 S 42nd St,Phoenix,85042,0,"7630 S 42ND ST, PHOENIX, AZ, 85042",-111.99328990323028,33.37666292912229
45,46,55000,,"18220 N 68th St APT 350, Phoenix, AZ, 85054",1177.0,sqft,46.73,,,2.0,2.0,18220 N 68th St APT 350,Phoenix,85054,1,"18220 N 68TH ST, PHOENIX, AZ, 85054",-111.93416991456462,33.65099894082584
46,47,55000,11/9/2023,"6560 E Palo Verde Ln, Phoenix, AZ, 85028",,,,1.01,acres,,,6560 E Palo Verde Ln,Phoenix,85028,0,,,
47,48,55000,2/28/2023,"10401 N Cave Creek Rd #161, Phoenix, AZ, 85020",1100.0,sqft,50.0,,,3.0,2.0,10401 N Cave Creek Rd #161,Phoenix,85020,1,"10401 N CAVE CREEK RD, PHOENIX, AZ, 85020",-112.05275662907457,33.58060088043868
48,49,55000,11/29/2023,"2233 E Behrend Dr LOT 173, Phoenix, AZ, 85024",784.0,sqft,70.15,,,2.0,1.0,2233 E Behrend Dr LOT 173,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
49,50,55000,6/17/2021,"1611 E Villa Rita Dr #113, Phoenix, AZ, 85022",1152.0,sqft,47.74,3500.0,sqft,2.0,2.0,1611 E Villa Rita Dr #113,Phoenix,85022,1,"1611 E VILLA RITA DR, PHOENIX, AZ, 85022",-112.04743516291074,33.650829558275916
50,51,55000,8/13/2021,"2534 W Berridge Ln #E208, Phoenix, AZ, 85017",720.0,sqft,76.39,,,1.0,1.0,2534 W Berridge Ln #E208,Phoenix,85017,1,"2534 W BERRIDGE LN, PHOENIX, AZ, 85017",-112.11301596792703,33.525898170116136
51,52,55607,12/2/2022,"2416 W Turney Ave, Phoenix, AZ, 85015",810.0,sqft,68.65,7024.0,sqft,,1.0,2416 W Turney Ave,Phoenix,85015,1,"2416 W TURNEY AVE, PHOENIX, AZ, 85015",-112.11091152172929,33.50048442967682
52,53,57000,5/2/2022,"3939 W Lynwood St, Phoenix, AZ, 85009",956.0,sqft,59.62,6068.0,sqft,3.0,1.0,3939 W Lynwood St,Phoenix,85009,1,"3939 W LYNWOOD ST, PHOENIX, AZ, 85009",-112.14475949406892,33.46492558867976
53,54,57000,5/25/2022,"1720 E Thunderbird Rd, Phoenix, AZ, 85022",600.0,sqft,95.0,9.18,acres,1.0,1.0,1720 E Thunderbird Rd,Phoenix,85022,0,"1720 E THUNDERBIRD RD, PHOENIX, AZ, 85022",-112.0443586043989,33.598589167778584
54,55,57500,8/1/2022,"2717 E Beverly Ln, Phoenix, AZ, 85032",896.0,sqft,64.17,6434.0,sqft,,,2717 E Beverly Ln,Phoenix,85032,0,"2717 E BEVERLY LN, PHOENIX, AZ, 85032",-112.02346729323307,33.63383755931784
55,56,57600,11/19/2021,"3608 S 17th St, Phoenix, AZ, 85040",,,,7184.0,sqft,,,3608 S 17th St,Phoenix,85040,0,"3608 S 17TH ST, PHOENIX, AZ, 85040",-112.04502052128305,33.41385182173053
56,57,58000,2/8/2022,"2511 E Mobile Ln, Phoenix, AZ, 85040",546.0,sqft,106.23,7505.0,sqft,,0.67,2511 E Mobile Ln,Phoenix,85040,1,"2511 E MOBILE LN, PHOENIX, AZ, 85040",-112.02666343774575,33.40139677146067
57,58,58000,9/16/2021,"107 E Libby St, Phoenix, AZ, 85022",1884.0,sqft,30.79,5895.0,sqft,,,107 E Libby St,Phoenix,85022,0,"107 E LIBBY ST, PHOENIX, AZ, 85022",-112.07259056729549,33.647904560004974
58,59,58000,6/22/2022,"19401 N 7th St LOT 99, Phoenix, AZ, 85024",980.0,sqft,59.18,2000.0,sqft,2.0,2.0,19401 N 7th St LOT 99,Phoenix,85024,1,"19401 N 7TH ST, PHOENIX, AZ, 85024",-112.0655396715382,33.6616018748727
59,60,58350,6/9/2021,"2814 N 59th Ln, Phoenix, AZ, 85035",994.0,sqft,58.7,6652.0,sqft,,1.0,2814 N 59th Ln,Phoenix,85035,1,"2814 N 59TH LN, PHOENIX, AZ, 85035",-112.18789680396662,33.478249373518736
60,61,58500,7/22/2021,"3003 N Alder Hights Dr, Phoenix, AZ, 85018",,,,1.4,acres,,,3003 N Alder Hights Dr,Phoenix,85018,0,,,
61,62,58500,7/7/2021,"2050 W Dunlap Ave #B148, Phoenix, AZ, 85021",1056.0,sqft,55.4,,,2.0,2.0,2050 W Dunlap Ave #B148,Phoenix,85021,1,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
62,63,58900,1/18/2022,"2050 W Dunlap Ave #A190, Phoenix, AZ, 85021",1232.0,sqft,47.81,,,2.0,2.0,2050 W Dunlap Ave #A190,Phoenix,85021,1,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
63,64,58900,6/11/2021,"1955 E Grovers Ave #12, Phoenix, AZ, 85022",1344.0,sqft,43.82,4.54,acres,3.0,2.0,1955 E Grovers Ave #12,Phoenix,85022,1,"1955 E GROVERS AVE, PHOENIX, AZ, 85022",-112.0406033749926,33.647639062692974
64,65,59000,9/21/2022,"2888 N Alder Heights Dr, Phoenix, AZ, 85018",,,,1.67,acres,,,2888 N Alder Heights Dr,Phoenix,85018,0,,,
65,66,59000,2/24/2023,"1635 E Libby St, Phoenix, AZ, 85022",784.0,sqft,75.26,1200.0,sqft,2.0,2.0,1635 E Libby St,Phoenix,85022,1,"1635 E LIBBY ST, PHOENIX, AZ, 85022",-112.0466583564633,33.64801827948463
66,67,59500,4/15/2023,"16005 N 32nd St #29B, Phoenix, AZ, 85032",642.0,sqft,92.68,642.0,acres,2.0,1.0,16005 N 32nd St #29B,Phoenix,85032,1,"16005 N 32ND ST, PHOENIX, AZ, 85032",-112.01335615598418,33.631824406812825
67,68,59900,5/16/2022,"2050 W Dunlap Ave #E451, Phoenix, AZ, 85021",1664.0,sqft,36.0,,,3.0,2.0,2050 W Dunlap Ave #E451,Phoenix,85021,1,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
68,69,59900,3/29/2022,"19225 N Cave Creek Rd #57, Phoenix, AZ, 85024",910.0,sqft,65.82,,,2.0,2.0,19225 N Cave Creek Rd #57,Phoenix,85024,1,"19225 N CAVE CREEK RD, PHOENIX, AZ, 85020",-112.03082960707849,33.660267688139356
69,70,59900,11/1/2022,"16610 N 2nd Ave #164, Phoenix, AZ, 85023",896.0,sqft,66.85,,,2.0,2.0,16610 N 2nd Ave #164,Phoenix,85023,1,"16610 N 2ND AVE, PHOENIX, AZ, 85023",-112.0765816113589,33.63676274635333
70,71,59900,4/30/2021,"19602 N 32nd St LOT 103, Phoenix, AZ, 85050",1120.0,sqft,53.48,,,3.0,2.0,19602 N 32nd St LOT 103,Phoenix,85050,1,"19602 N 32ND ST, PHOENIX, AZ, 85050",-112.01372031577688,33.662499094569796
71,72,60000,8/14/2023,"1040 N 22nd St, Phoenix, AZ, 85006",720.0,sqft,83.33,0.25,acres,,,1040 N 22nd St,Phoenix,85006,1,"1040 N 22ND ST, PHOENIX, AZ, 85006",-112.03472220757322,33.46006496502082
72,73,60000,11/8/2023,"2202 E Alta Vista Rd, Phoenix, AZ, 85042",444.0,sqft,135.14,6124.0,sqft,,,2202 E Alta Vista Rd,Phoenix,85042,0,"2202 E ALTA VISTA RD, PHOENIX, AZ, 85042",-112.03431471882442,33.38929809998177
73,74,60000,4/13/2022,"12636 N 23rd St, Phoenix, AZ, 85022",1900.0,sqft,31.58,0.37,acres,4.0,3.0,12636 N 23rd St,Phoenix,85022,1,"12636 N 23RD ST, PHOENIX, AZ, 85022",-112.03222876728859,33.6008137816541
74,75,60000,11/3/2021,"20625 N 36th Dr, Glendale, AZ, 85308",980.0,sqft,61.22,0.51,acres,2.0,1.5,20625 N 36th Dr,Glendale,85308,0,"20625 N 36TH DR, GLENDALE, AZ, 85308",-112.13766934176238,33.67315780084175
75,76,60000,11/10/2021,"15609 N 17th Dr, Phoenix, AZ, 85023",,,,6000.0,sqft,,,15609 N 17th Dr,Phoenix,85023,0,"15609 N 17TH DR, PHOENIX, AZ, 85023",-112.09652000218227,33.62768952440587
76,77,60000,8/13/2021,"1905 E Libby St, Phoenix, AZ, 85022",,,,6353.0,sqft,,,1905 E Libby St,Phoenix,85022,0,"1905 E LIBBY ST, PHOENIX, AZ, 85022",-112.04205140065625,33.64853381911075
77,78,60000,5/25/2023,"2527 E Tierra Buena Ln, Phoenix, AZ, 85032",980.0,sqft,61.22,7990.0,sqft,,,2527 E Tierra Buena Ln,Phoenix,85032,0,"2527 E TIERRA BUENA LN, PHOENIX, AZ, 85032",-112.02799565588799,33.63014756005913
78,79,60000,3/15/2022,"2071 E Villa Rita Dr, Phoenix, AZ, 85022",,,,6111.0,sqft,,,2071 E Villa Rita Dr,Phoenix,85022,0,"2071 E VILLA RITA DR, PHOENIX, AZ, 85022",-112.03672687349058,33.650564664906256
79,80,60000,9/16/2022,"2005 W Sherman St, Phoenix, AZ, 85009",,,,5398.0,sqft,,,2005 W Sherman St,Phoenix,85009,0,"2005 W SHERMAN ST, PHOENIX, AZ, 85009",-112.1023538802022,33.44017558983717
80,81,60000,4/1/2022,"4211 S 21st St, Phoenix, AZ, 85040",1135.0,sqft,52.86,5976.0,sqft,3.0,2.0,4211 S 21st St,Phoenix,85040,1,"4211 S 21ST ST, PHOENIX, AZ, 85040",-112.0365750114513,33.40847076162373
81,82,60000,9/22/2023,"3901 E Pinnacle Peak Rd LOT 250, Phoenix, AZ, 85050",1248.0,sqft,48.08,,,1.0,2.0,3901 E Pinnacle Peak Rd LOT 250,Phoenix,85050,1,"3901 E PINNACLE PEAK RD, PHOENIX, AZ, 85050",-111.99746348943404,33.69866204200906
82,83,60000,4/27/2023,"18001 N 16th Way, Phoenix, AZ, 85022",784.0,sqft,76.53,,,2.0,3.0,18001 N 16th Way,Phoenix,85022,1,"18001 N 16TH WAY, PHOENIX, AZ, 85022",-112.04708964286414,33.649485996115175
83,84,60000,9/6/2022,"930 W Summerside Rd, Phoenix, AZ, 85041",1248.0,sqft,48.08,1917.0,sqft,3.0,2.0,930 W Summerside Rd,Phoenix,85041,1,"930 W SUMMERSIDE RD, PHOENIX, AZ, 85041",-112.08710493346462,33.35681519182327
84,85,60000,12/15/2021,"1639 E Michelle Dr, Phoenix, AZ, 85022",1040.0,sqft,57.69,1665.0,sqft,2.0,2.0,1639 E Michelle Dr,Phoenix,85022,1,"1639 E MICHELLE DR, PHOENIX, AZ, 85022",-112.04740062911065,33.650293520931825
85,86,60000,5/18/2021,"18030 N 17th Way #83, Phoenix, AZ, 85022",1536.0,sqft,39.06,,,2.0,2.0,18030 N 17th Way #83,Phoenix,85022,1,"18030 N 17TH WAY, PHOENIX, AZ, 85022",-112.04513955360295,33.65002769661527
86,87,60000,5/18/2021,"18030 N 17th Way, Phoenix, AZ, 85022",1536.0,sqft,39.06,,,2.0,2.0,18030 N 17th Way,Phoenix,85022,1,"18030 N 17TH WAY, PHOENIX, AZ, 85022",-112.04513955360295,33.65002769661527
87,88,60608,2/10/2023,"16625 N 2nd Ln #205, Phoenix, AZ, 85023",1344.0,sqft,45.1,,,2.0,2.0,16625 N 2nd Ln #205,Phoenix,85023,1,"16625 N 2ND LN, PHOENIX, AZ, 85023",-112.07762677934033,33.63685340004679
88,89,60814,2/28/2022,"3018 N 41st Dr, Phoenix, AZ, 85019",1549.0,sqft,39.26,6499.0,sqft,,2.0,3018 N 41st Dr,Phoenix,85019,1,"3018 N 41ST DR, PHOENIX, AZ, 85019",-112.14752896424494,33.4830951230482
89,90,61000,6/24/2022,"7632 S 64th Ln, Laveen, AZ, 85339",1253.0,sqft,48.68,2975.0,sqft,2.0,2.5,7632 S 64th Ln,Laveen,85339,1,"7632 S 64TH LN, LAVEEN, AZ, 85339",-112.19885974450546,33.376325890826706
90,91,61000,4/26/2023,"2050 W Dunlap Ave LOT O-243, Phoenix, AZ, 85021",1100.0,sqft,55.45,,,2.0,2.0,2050 W Dunlap Ave LOT O-243,Phoenix,85021,1,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
91,92,61000,5/31/2022,"2233 E Behrend Dr LOT 100, Phoenix, AZ, 85024",1104.0,sqft,55.25,,,2.0,2.0,2233 E Behrend Dr LOT 100,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
92,93,61500,5/30/2023,"2050 W Dunlap Ave LOT F293, Phoenix, AZ, 85021",1160.0,sqft,53.02,,,3.0,3.0,2050 W Dunlap Ave LOT F293,Phoenix,85021,1,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
93,94,62000,8/9/2021,"2325 W Papago St, Phoenix, AZ, 85009",816.0,sqft,75.98,6186.0,sqft,,1.0,2325 W Papago St,Phoenix,85009,1,"2325 W PAPAGO ST, PHOENIX, AZ, 85009",-112.10921661733352,33.43398594396615
94,95,62000,10/24/2023,"3123 E Saint John Rd, Phoenix, AZ, 85032",961.0,sqft,64.52,0.3,acres,2.0,2.0,3123 E Saint John Rd,Phoenix,85032,0,"3123 E SAINT JOHN RD, PHOENIX, AZ, 85032",-112.0153264858763,33.64658305535312
95,96,62500,5/7/2021,"4028 N 79th Ave, Phoenix, AZ, 85033",1348.0,sqft,46.36,7601.0,sqft,,2.0,4028 N 79th Ave,Phoenix,85033,1,"4028 N 79TH AVE, PHOENIX, AZ, 85033",-112.2287661514053,33.49302512439613
96,97,62500,7/13/2022,"15620 N 17th Dr, Phoenix, AZ, 85023",1220.0,sqft,51.23,7168.0,sqft,4.0,2.0,15620 N 17th Dr,Phoenix,85023,0,"15620 N 17TH DR, PHOENIX, AZ, 85023",-112.09665770213257,33.627748775486
97,98,62500,10/1/2021,"815 S 8th St, Phoenix, AZ, 85034",,,,4733.0,sqft,,,815 S 8th St,Phoenix,85034,0,"815 S 8TH ST, PHOENIX, AZ, 85034",-112.0643598513413,33.4398266739135
98,99,62500,10/14/2022,"16225 N Cave Creek Rd LOT 69, Phoenix, AZ, 85032",972.0,sqft,64.3,15.52,acres,2.0,1.0,16225 N Cave Creek Rd LOT 69,Phoenix,85032,1,"16225 N CAVE CREEK RD, PHOENIX, AZ, 85032",-112.03070641068325,33.63363853267748
99,100,63000,10/18/2021,"5303 N 7th St UNIT 322, Phoenix, AZ, 85014",826.0,sqft,76.27,981.0,sqft,,1.0,5303 N 7th St UNIT 322,Phoenix,85014,1,"5303 N 7TH ST, PHOENIX, AZ, 85014",-112.06493198391672,33.51381967361027
100,101,63000,11/1/2021,"2701 E Utopia Rd #177, Phoenix, AZ, 85050",1344.0,sqft,46.88,,,2.0,2.0,2701 E Utopia Rd #177,Phoenix,85050,1,"2701 E UTOPIA RD, PHOENIX, AZ, 85050",-112.02445913631738,33.662268555504454
101,102,63000,7/1/2021,"2575 W Berridge Ln #D-203, Phoenix, AZ, 85017",650.0,sqft,96.92,,,1.0,1.0,2575 W Berridge Ln #D-203,Phoenix,85017,1,"2575 W BERRIDGE LN, PHOENIX, AZ, 85017",-112.11348560573174,33.52578357875933
102,103,63000,6/11/2021,"2233 E Behrend Dr #72, Phoenix, AZ, 85024",1456.0,sqft,43.27,,,3.0,2.0,2233 E Behrend Dr #72,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
103,104,63411,6/14/2021,"2602 W Berridge Ln UNIT C-102, Phoenix, AZ, 85017",49897.0,sqft,1.27,2.6,acres,1.0,1.0,2602 W Berridge Ln UNIT C-102,Phoenix,85017,1,"2602 W BERRIDGE LN, PHOENIX, AZ, 85017",-112.11674286363399,33.525956526680545
104,105,63500,5/3/2021,"2692 N 43rd Ave #31C, Phoenix, AZ, 85009",1036.0,sqft,61.29,266.0,sqft,,1.0,2692 N 43rd Ave #31C,Phoenix,85009,1,"2692 N 43RD AVE, PHOENIX, AZ, 85009",-112.1517410047461,33.47778711140643
105,106,63500,10/4/2022,"9434 S 13th Ave, Phoenix, AZ, 85041",720.0,sqft,88.19,4251.0,sqft,2.0,1.0,9434 S 13th Ave,Phoenix,85041,1,"9434 S 13TH AVE, PHOENIX, AZ, 85041",-112.09090858370752,33.36046083226529
106,107,63900,12/28/2023,"2650 W Union Hills Dr LOT 233, Phoenix, AZ, 85027",960.0,sqft,66.56,,,2.0,2.0,2650 W Union Hills Dr LOT 233,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
107,108,64000,6/15/2022,"6452 S 22nd Pl, Phoenix, AZ, 85042",1560.0,sqft,41.03,6901.0,sqft,,,6452 S 22nd Pl,Phoenix,85042,0,"6452 S 22ND PL, PHOENIX, AZ, 85042",-112.03364323821847,33.38794357146361
108,109,64000,3/25/2022,"1314 W Mohave St, Phoenix, AZ, 85007",665.0,sqft,96.24,6650.0,sqft,,1.0,1314 W Mohave St,Phoenix,85007,1,"1314 W MOHAVE ST, PHOENIX, AZ, 85007",-112.0893731616049,33.431317181765735
109,110,64000,2/15/2022,"26575 N Pilots Rest Ln, Phoenix, AZ, 85022",,,,5.01,acres,,,26575 N Pilots Rest Ln,Phoenix,85022,0,,,
110,111,64000,9/21/2023,"2050 W Dunlap Ave LOT E450, Phoenix, AZ, 85021",1344.0,sqft,47.62,,,2.0,2.0,2050 W Dunlap Ave LOT E450,Phoenix,85021,0,"2050 W DUNLAP AVE, PHOENIX, AZ, 85021",-112.1033345072193,33.56763570460282
111,112,64213,,"3421 W Tangerine Ln, Phoenix, AZ, 85051",986.0,sqft,65.12,,,2.0,1.0,3421 W Tangerine Ln,Phoenix,85051,1,"3421 W TANGERINE LN, PHOENIX, AZ, 85051",-112.1318238047325,33.56418323424788
112,113,64685,4/19/2023,"3020 N 64th Dr, Phoenix, AZ, 85033",1295.0,sqft,49.95,6704.0,sqft,3.0,2.0,3020 N 64th Dr,Phoenix,85033,1,"3020 N 64TH DR, PHOENIX, AZ, 85033",-112.19890752175297,33.48255121098185
113,114,64900,11/23/2021,"2650 W Union Hills Dr #243, Phoenix, AZ, 85027",1452.0,sqft,44.7,,,2.0,2.0,2650 W Union Hills Dr #243,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
114,115,64900,9/27/2021,"16005 N 32nd St #135, Phoenix, AZ, 85032",700.0,sqft,92.71,1200.0,acres,1.0,1.0,16005 N 32nd St #135,Phoenix,85032,1,"16005 N 32ND ST, PHOENIX, AZ, 85032",-112.01335615598418,33.631824406812825
115,116,65000,8/1/2022,"4029 W Hidalgo Ave, Phoenix, AZ, 85041",2200.0,sqft,29.55,0.49,acres,4.0,3.0,4029 W Hidalgo Ave,Phoenix,85041,0,"4029 W HIDALGO AVE, PHOENIX, AZ, 85041",-112.14505875986868,33.39390277761845
116,117,65000,11/18/2022,"501 E Wier Ave, Phoenix, AZ, 85040",872.0,sqft,74.54,0.27,acres,,1.0,501 E Wier Ave,Phoenix,85040,1,"501 E WIER AVE, PHOENIX, AZ, 85040",-112.0674388534099,33.403041593086925
117,118,65000,11/30/2023,"4128 W Wagon Wheel Dr, Phoenix, AZ, 85051",1050.0,sqft,61.9,6003.0,sqft,,2.0,4128 W Wagon Wheel Dr,Phoenix,85051,1,"4128 W WAGON WHEEL DR, PHOENIX, AZ, 85051",-112.1473677631522,33.54728036978764
118,119,65000,5/23/2023,"510 E Vogel Ave, Phoenix, AZ, 85020",882.0,sqft,73.7,0.31,acres,,1.0,510 E Vogel Ave,Phoenix,85020,1,"510 E VOGEL AVE, PHOENIX, AZ, 85020",-112.06614495960463,33.57328812851506
119,120,65000,1/26/2024,"9231 S 4th Ave, Phoenix, AZ, 85041",800.0,sqft,81.25,7327.0,sqft,,1.0,9231 S 4th Ave,Phoenix,85041,1,"9231 S 4TH AVE, PHOENIX, AZ, 85041",-112.07996007964653,33.361979873373116
120,121,65000,9/13/2022,"3538 W Lone Cactus Dr, Glendale, AZ, 85308",1440.0,sqft,45.14,9946.0,sqft,3.0,2.0,3538 W Lone Cactus Dr,Glendale,85308,0,"3538 W LONE CACTUS DR, GLENDALE, AZ, 85308",-112.13737603767578,33.680307345115125
121,122,65000,3/24/2023,"3808 W La Salle St, Phoenix, AZ, 85041",1300.0,sqft,50.0,6696.0,sqft,,2.0,3808 W La Salle St,Phoenix,85041,1,"3808 W LA SALLE ST, PHOENIX, AZ, 85041",-112.13975753846557,33.39667129599036
122,123,65000,3/21/2022,"405 N 7th St, Phoenix, AZ, 85006",,,,1.01,acres,,,405 N 7th St,Phoenix,85006,0,"405 N 7TH ST, PHOENIX, AZ, 85006",-112.06509657821181,33.45245576162756
123,124,65000,7/1/2022,"464 N 34th Dr, Phoenix, AZ, 85009",,,,1.11,acres,,,464 N 34th Dr,Phoenix,85009,0,"464 N 34TH DR, PHOENIX, AZ, 85009",-112.13295828908741,33.45380521522975
124,125,65000,6/3/2021,"3613 E Surrey Ave, Phoenix, AZ, 85032",,,,4.2,acres,,,3613 E Surrey Ave,Phoenix,85032,0,"3613 E SURREY AVE, PHOENIX, AZ, 85032",-112.00420188137633,33.60631556204606
125,126,65000,10/9/2023,"17825 N 7th St LOT 73, Phoenix, AZ, 85022",1152.0,sqft,56.42,,,2.0,2.0,17825 N 7th St LOT 73,Phoenix,85022,1,"17825 N 7TH ST, PHOENIX, AZ, 85022",-112.06549765408744,33.64772773144
126,127,65000,5/10/2023,"16225 N 29th St LOT 37, Phoenix, AZ, 85032",1056.0,sqft,61.55,,,2.0,2.0,16225 N 29th St LOT 37,Phoenix,85032,1,"16225 N 29TH ST, PHOENIX, AZ, 85032",-112.01987956520179,33.6336725730539
127,128,65000,9/28/2023,"2233 E Behrend Dr #111, Phoenix, AZ, 85024",1248.0,sqft,52.08,,,2.0,2.0,2233 E Behrend Dr #111,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
128,129,65000,12/23/2022,"3901 E Pinnacle Peak Rd LOT 278, Phoenix, AZ, 85050",1350.0,sqft,48.15,3500.0,sqft,3.0,2.0,3901 E Pinnacle Peak Rd LOT 278,Phoenix,85050,1,"3901 E PINNACLE PEAK RD, PHOENIX, AZ, 85050",-111.99746348943404,33.69866204200906
129,130,65000,5/4/2022,"2650 W Union Hills Dr #42, Phoenix, AZ, 85027",1152.0,sqft,56.42,1490.0,sqft,2.0,2.0,2650 W Union Hills Dr #42,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
130,131,65000,7/1/2021,"2233 E Behrend Dr #219, Phoenix, AZ, 85024",1152.0,sqft,56.42,,,2.0,2.0,2233 E Behrend Dr #219,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
131,132,65000,8/4/2021,"2233 E Behrend Dr #258, Phoenix, AZ, 85024",1238.0,sqft,52.5,,,3.0,2.0,2233 E Behrend Dr #258,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
132,133,65000,1/24/2022,"2551 W Rose Ln #A222, Phoenix, AZ, 85017",550.0,sqft,118.18,1176.0,sqft,,1.0,2551 W Rose Ln #A222,Phoenix,85017,1,"2551 W ROSE LN, PHOENIX, AZ, 85017",-112.11319704403098,33.527601423811745
133,134,65000,8/6/2021,"2526 W Berridge Ln UNIT 121, Phoenix, AZ, 85017",650.0,sqft,100.0,2.6,acres,1.0,1.0,2526 W Berridge Ln UNIT 121,Phoenix,85017,1,"2526 W BERRIDGE LN, PHOENIX, AZ, 85017",-112.1129474337788,33.52589817011261
